Cod_Cliente,COM,ED,SX,NIV_EDUC,RENTA,E_CIVIL,VIG,TRX_T,TRX_T-1,TRX_T-2,SALDO_T,SALDO_T-1,SALDO_T-2,SALDO_T-3,SALDO_T-4,SALDO_T-5,CERRO
203,90,52.2,F       ,UNV     ,1200,CAS     ,40,36,38,37,1373985.24,1104364.2,801126.1,1700548.48,8045264.29,5347590.95,1
204,80,51.2,M       ,MED     ,448,CAS     ,29,113,57,85,7406682.0,6106207.2,4953384.29,11313550.48,5170663.81,11236930.0,0
205,88,53.9,M       ,UNV     ,3500,CAS     ,242,97,80,86,3226822.5,3629768.25,5770399.14,22707268.1,15673220.95,15325065.65,0
206,61,54.3,M       ,MED     ,559,CAS     ,7,21,33,47,674810.85,213501.29,47286.29,1872251.81,340637.9,285336.52,0
207,118,48.4,M       ,TEC     ,400,CAS     ,8,50,45,36,1290650.7,1985148.57,1627669.29,3016310.71,5126754.05,5842802.61,0
208,89,49.6,M       ,TEC     ,500,CAS     ,67,24,4,34,26597948.57,30027194.0,28088966.0,26198528.76,152379464.29,187859100.0,1
209,88,46.9,F       ,TEC     ,472,SOL     ,24,13,22,62,38837.62,30201.85,23247.0,69961.67,413713.81,0.0,1
210,67,51.9,F       ,TEC     ,986,SEP     ,24,67,58,65,617522.25,874432.29,682195.43,5524233.33,2590518.1,2671600.0,0
211,74,52.9,M       ,MED     ,425,CAS     ,72,35,45,39,1321206.6,1434816.14,2718306.86,6960502.86,3783194.29,5380335.65,0
212,272,50.3,M       ,TEC     ,430,CAS     ,59,20,34,34,272671.05,229029.9,173567.5,210586.86,4495234.29,0.0,1
213,90,52.7,F       ,UNV     ,500,CAS     ,84,12,23,39,38311.48,24609.7,3751.52,3318.1,134124.29,0.0,1
214,131,58.2,F       ,MED     ,530,SOL     ,87,23,18,16,3984892.8,560955.0,1897567.71,4510194.76,2242490.0,239724.35,0
215,16,53.0,M       ,TEC     ,328,CAS     ,39,55,64,49,481417.0,375267.1,264329.76,790113.62,1930126.19,0.0,1
216,86,50.6,F       ,TEC     ,800,CAS     ,32,26,31,15,53084.05,41142.4,21751.76,43594.05,822173.33,0.0,1
217,67,50.2,M       ,UNV     ,2100,CAS     ,19,139,108,88,2085525.15,842894.14,1927848.0,2122974.29,816775.71,2376717.39,0
218,502,53.2,M       ,UNV     ,3710,CAS     ,304,183,155,144,382788.75,1043241.0,1577001.29,6593287.62,5097703.33,9201463.91,0
219,105,47.6,M       ,TEC     ,425,CAS     ,27,9,7,6,1278012.14,236095.7,155841.9,10310.57,664847.14,0.0,1
220,88,53.3,M       ,UNV     ,600,CAS     ,189,17,38,40,1147346.25,1795958.1,677675.0,3142716.19,1874595.24,2384068.26,0
221,89,50.2,M       ,UNV     ,1500,CAS     ,16,16,15,8,2794173.6,1778292.0,473256.86,410541.43,0.0,0.0,0
222,105,53.3,M       ,TEC     ,650,CAS     ,66,48,45,67,411650.55,466630.0,435703.0,9736739.05,4660148.57,849286.52,0
223,86,50.0,F       ,TEC     ,950,VIU     ,145,17,19,17,1106767.05,933659.71,810447.86,1267116.67,2271373.33,3259552.61,0
224,100,50.8,M       ,TEC     ,363,SEP     ,39,52,42,35,1061136.9,1247958.0,1404413.86,6583596.67,4171238.1,3737385.22,0
225,59,50.7,M       ,MED     ,785,CAS     ,9,3,1,0,24995.76,13871.0,13446.0,5371.0,25745.0,0.0,1
226,67,52.4,M       ,UNV     ,2113,CAS     ,17,27,34,37,368760.33,347587.45,291199.95,389984.57,3822896.19,0.0,1
227,131,54.3,M       ,TEC     ,400,CAS     ,73,45,41,30,548421.3,705811.8,1237967.0,2953601.43,5938624.29,6523815.65,0
228,16,49.1,M       ,UNV     ,500,CAS     ,55,30,30,38,111858.45,149276.57,1111378.43,5050884.29,2050518.57,581850.87,0
229,87,48.1,F       ,MED     ,400,CAS     ,28,71,73,72,909090.29,533315.2,1427522.1,449837.71,3655435.71,815193.33,1
230,261,53.1,M       ,MED     ,1092,CAS     ,58,2,33,61,129922.57,96752.85,41791.0,65538.81,-3814728.1,0.0,1
231,91,52.7,F       ,MED     ,500,CAS     ,25,8,13,21,75349.14,68730.1,233009.95,301723.71,2438243.33,0.0,1
232,143,50.9,M       ,MED     ,574,CAS     ,8,3,3,3,80013.81,76253.7,73562.57,70813.14,203885.14,195789.43,1
233,108,48.8,M       ,TEC     ,370,CAS     ,39,11,12,24,1691110.29,2058260.55,2999277.95,45148.24,283182.86,0.0,1
234,80,56.8,F       ,TEC     ,450,CAS     ,64,22,10,15,9442891.05,9315995.0,9945964.0,31221182.86,29056029.05,30681886.96,0
235,103,53.7,F       ,MED     ,950,CAS     ,26,13,6,10,117314.76,154041.7,121090.0,52862.05,601944.29,0.0,1
236,86,49.9,F       ,MED     ,752,CAS     ,40,8,18,20,21589.19,4742.4,0.0,94148.9,1569077.62,0.0,1
237,67,51.4,M       ,UNV     ,450,CAS     ,40,10,8,18,1620188.7,1492454.4,2045520.57,2504931.43,3435111.91,2081447.83,0
238,119,46.7,M       ,MED     ,500,CAS     ,93,61,63,38,2087988.0,1044831.0,11740701.29,42793809.05,57748103.33,36211428.26,0
239,516,51.2,M       ,MED     ,640,CAS     ,43,60,76,87,1128595.05,1740822.9,1850322.71,9902347.62,8761734.29,3107024.78,0
240,105,48.0,F       ,MED     ,367,SEP     ,44,55,25,34,301925.4,321921.86,365886.43,1237365.71,1234659.52,847353.04,0
241,89,51.1,F       ,UNV     ,500,SOL     ,140,7,17,28,160613.86,2036755.25,27434.24,3440.76,252271.43,0.0,1
242,16,53.4,M       ,UNV     ,525,CAS     ,28,5,16,16,85068.45,25737.6,129851.86,68603.81,9523.81,111006.96,0
243,89,48.9,M       ,TEC     ,508,CAS     ,31,5,13,9,119937.62,103215.9,1201705.2,1212374.19,2040360.95,844081.91,1
244,70,53.6,F       ,UNV     ,1415,SEP     ,14,8,10,11,0.0,0.0,0.0,3233.81,1900.95,0.0,0
245,22,49.7,M       ,UNV     ,664,CAS     ,243,13,3,4,1526121.0,0.0,0.0,0.0,0.0,0.0,0
246,93,52.0,F       ,TEC     ,401,CAS     ,39,25,16,24,13222890.6,1776613.05,1675225.86,6981863.81,5004036.19,2103496.09,0
247,88,53.1,F       ,MED     ,779,CAS     ,13,62,20,34,1278444.38,792434.6,766780.0,515541.9,5823773.33,0.0,1
248,80,49.4,M       ,UNV     ,780,CAS     ,78,28,22,40,3283191.3,2137285.8,3697518.0,8190870.0,5958811.43,7602333.91,0
249,85,49.0,F       ,UNV     ,846,SEP     ,28,91,99,106,23444863.5,23569757.71,15391867.71,18241719.52,16857217.14,12645329.13,0
250,69,52.2,M       ,MED     ,560,CAS     ,42,20,8,7,-8813.38,-6405.0,5238.45,549.67,8.57,0.0,1
251,118,49.6,M       ,MED     ,500,CAS     ,4,36,41,47,0.0,0.0,1699664.0,1042764.95,124870.38,0.0,1
252,31,49.0,M       ,MED     ,752,CAS     ,174,58,53,61,512023.8,146988.0,519722.43,136609.52,-408093.81,49399.13,0
253,291,47.6,M       ,TEC     ,2331,CAS     ,135,5,6,11,362178.62,25419.6,20025.65,127822.52,796764.76,0.0,1
254,90,49.6,M       ,UNV     ,862,CAS     ,165,5,9,5,0.0,0.0,0.0,0.0,0.0,0.0,1
255,86,50.4,F       ,UNV     ,400,VIU     ,61,55,47,70,163345.65,157584.0,217192.0,1044614.29,599002.86,1225854.78,0
256,227,48.9,M       ,MED     ,439,CAS     ,9,3,20,20,0.0,0.0,0.0,52336.19,564243.67,42817.0,1
257,83,55.0,F       ,MED     ,540,CAS     ,48,1,1,2,273984.0,263184.0,175618.29,568937.14,568480.0,568480.0,0
258,71,36.9,M       ,UNV     ,1131,CAS     ,126,49,53,65,110176.5,2056.5,386225.14,19337805.71,1949231.43,1406106.96,0
259,84,49.8,M       ,TEC     ,1029,CAS     ,26,32,26,32,841788.0,570062.7,632781.0,1883329.52,1760183.33,1713003.04,0
260,105,47.4,M       ,MED     ,869,CAS     ,37,48,14,20,15398.67,43510.1,12742.7,17476.43,94548.57,0.0,1
261,92,47.6,M       ,MED     ,400,CAS     ,104,239,144,251,768892.5,749581.57,344968.57,2720440.48,21207.62,1412735.22,0
262,291,46.1,M       ,TEC     ,1100,CAS     ,11,9,8,15,11440.19,7549.0,2221.6,0.0,0.0,0.0,1
263,70,47.2,M       ,MED     ,510,CAS     ,91,55,43,58,693174.6,854507.25,851452.43,2374209.05,2070506.67,2608502.17,0
264,326,50.0,M       ,MED     ,700,CAS     ,88,31,26,21,1101128.1,1207670.1,1205663.0,4487737.62,4985829.05,5706521.74,0
265,67,49.8,M       ,TEC     ,613,CAS     ,15,15,44,23,869377.14,996566.7,1053915.14,126902.86,1869282.86,939170.48,1
266,16,49.2,M       ,MED     ,1800,CAS     ,150,149,118,123,2141493.0,2465677.05,3569501.57,11922893.81,20677668.57,18764727.83,0
267,83,46.1,M       ,UNV     ,2300,CAS     ,30,6,10,15,2332.0,-10291.4,13311.35,-45352.57,-214626.19,0.0,1
268,71,46.6,M       ,UNV     ,924,SEP     ,28,7,7,8,0.0,0.0,0.0,0.0,0.0,0.0,1
269,93,53.8,M       ,MED     ,530,CAS     ,56,4,5,10,-40670.25,16059.0,70816.86,9551.43,58602.38,-106078.7,0
270,93,44.7,F       ,TEC     ,270,CAS     ,44,15,10,10,86.4,-30892.5,-19020.0,-1914.76,4867.62,67787.83,0
271,80,50.6,M       ,UNV     ,740,CAS     ,123,64,48,67,742876.2,1026785.43,1046963.29,15343369.05,13461488.1,6867287.39,0
272,87,48.1,M       ,UNV     ,1000,CAS     ,97,37,27,26,37122912.9,26826185.29,28052630.29,90891916.19,92968823.33,74271756.09,0
273,182,49.6,F       ,TEC     ,347,CAS     ,42,45,88,64,1341333.15,1014176.57,1327872.86,4188889.05,2386235.24,2759690.87,0
274,126,46.4,M       ,UNV     ,1232,CAS     ,34,7,12,44,943370.24,4500257.9,35383283.95,1429463.9,915115.71,0.0,1
275,88,45.8,M       ,UNV     ,1500,CAS     ,32,73,50,39,108371.7,100170.6,-67434.86,-424949.05,-410839.52,115699.13,0
276,88,50.0,F       ,MED     ,400,CAS     ,165,57,81,20,2103411.15,1315517.4,3096275.43,24555199.52,9202089.52,5071137.39,0
277,16,48.4,F       ,UNV     ,1100,CAS     ,98,58,67,83,1446173.1,2236571.43,1268081.0,3546157.14,23360223.33,6836126.52,0
278,98,45.3,F       ,UNV     ,472,CAS     ,21,20,26,24,601900.05,183986.1,327092.43,1098110.95,1701939.52,1793152.61,0
279,85,46.6,M       ,TEC     ,456,SOL     ,29,42,26,30,408057.33,234583.75,150868.8,196551.81,1286424.29,0.0,1
280,88,44.6,M       ,UNV     ,700,CAS     ,43,25,27,43,0.0,1142892.43,3865058.57,2218107.14,1538191.43,1880545.57,0
281,115,49.1,F       ,MED     ,620,VIU     ,59,80,39,49,350377.14,174492.55,84141.7,159939.9,878393.81,0.0,1
282,89,48.2,F       ,TEC     ,788,CAS     ,62,23,49,55,160536.67,520021.7,639425.9,1403970.29,1676101.91,1287180.95,1
283,16,52.6,F       ,TEC     ,421,SOL     ,40,29,36,51,788465.95,356098.85,216300.95,457556.19,4679092.38,0.0,1
284,86,45.8,F       ,TEC     ,900,CAS     ,18,7,5,24,222906.71,112170.45,19168.3,0.0,0.0,0.0,1
285,102,47.7,M       ,TEC     ,501,CAS     ,29,31,13,25,2272118.55,3470505.9,2625758.57,9462744.76,9613623.81,10585267.39,0
286,146,49.9,M       ,MED     ,380,CAS     ,54,23,11,10,211442.85,93511.05,360262.29,580024.29,3793028.57,5145238.7,0
287,13,48.2,M       ,MED     ,1050,CAS     ,124,30,33,18,2467758.75,2960101.8,4082249.0,17791315.24,13049523.33,1366586.09,0
288,97,48.7,M       ,TEC     ,440,CAS     ,31,31,15,11,244937.55,49567.29,12903.43,-35013.33,-45693.33,68942.61,0
289,1,50.6,M       ,UNV     ,560,CAS     ,31,2,29,19,10810.76,114885.5,339271.0,216815.81,686389.05,113008.1,1
290,326,51.4,F       ,MED     ,450,CAS     ,65,44,51,28,2133522.9,3091060.71,4811682.71,14195882.38,13066779.52,9308692.61,0
291,1,52.2,F       ,UNV     ,500,CAS     ,60,5,37,65,323477.9,955588.4,866418.0,1099137.24,1272169.05,0.0,1
292,326,50.8,F       ,UNV     ,380,CAS     ,48,134,126,115,40350.6,160585.57,107939.14,567347.14,50455.71,1609844.35,0
293,82,51.4,M       ,MED     ,413,CAS     ,27,2,1,6,9173.67,391365.4,91941.76,23612.57,106100.0,0.0,1
294,67,48.9,M       ,MED     ,500,CAS     ,134,76,60,49,523957.8,893997.75,688658.14,3943428.1,4893350.95,7971852.61,0
295,89,52.4,F       ,TEC     ,650,CAS     ,124,18,41,64,428971.71,483000.2,272144.1,592396.67,1181079.52,173757.62,1
296,88,46.6,M       ,MED     ,352,CAS     ,112,88,58,92,863004.0,1218671.71,1047241.71,4392481.43,3272206.67,3847822.17,0
297,97,51.2,M       ,TEC     ,1318,CAS     ,4,2,2,2,0.0,0.0,106153.71,38343.86,36487.71,34748.61,0
298,85,50.7,M       ,TEC     ,3000,CAS     ,99,48,50,63,4810701.6,3166107.0,3176469.71,42612660.48,5809912.38,3046106.96,0
299,16,50.1,F       ,UNV     ,705,VIU     ,149,22,32,22,274788.45,-180436.71,-305263.57,-286694.29,-465779.05,89111.3,0
300,93,42.9,F       ,UNV     ,495,SEP     ,69,18,36,59,200807.52,230449.7,258113.29,785314.24,7419572.38,0.0,1
301,88,49.6,F       ,UNV     ,504,CAS     ,18,54,76,90,25750.95,106099.4,56375.55,61933.29,148922.86,0.0,1
302,80,43.1,M       ,UNV     ,5400,CAS     ,45,63,33,61,340117.8,6695710.05,17371944.14,69891969.05,35564180.48,46312001.3,0
303,91,51.3,F       ,TEC     ,662,SEP     ,12,37,32,37,13038.0,10741.45,9196.0,7930.0,62380.0,0.0,1
304,502,53.2,F       ,TEC     ,450,CAS     ,133,14,25,18,291690.3,454145.29,155408.0,751964.29,3255495.71,3248343.91,0
305,92,48.4,M       ,MED     ,510,SOL     ,21,5,7,13,394067.48,13695.9,11240.86,-5679.33,-8927.14,0.0,1
306,88,46.0,F       ,UNV     ,500,CAS     ,13,22,31,38,1675201.0,845690.1,716980.5,439340.62,882151.43,0.0,1
307,104,45.9,M       ,TEC     ,400,CAS     ,88,63,97,90,61294.86,39153.9,73212.85,66015.1,9696306.19,0.0,1
308,93,44.8,M       ,UNV     ,2650,CAS     ,14,20,25,14,2894367.62,901629.5,2936988.3,5430376.9,66158543.81,0.0,1
309,82,54.2,M       ,TEC     ,350,SOL     ,55,31,18,11,3198419.85,3370215.6,4097430.14,15063149.52,18368826.19,37593743.91,0
310,261,47.3,M       ,MED     ,690,CAS     ,40,13,8,16,0.0,0.0,0.0,0.0,0.0,0.0,0
311,89,50.9,F       ,MED     ,350,CAS     ,55,30,24,8,0.0,0.0,0.0,0.0,84464.29,65760.44,0
312,13,48.2,M       ,UNV     ,1100,CAS     ,46,51,41,46,51009.24,215389.8,51433.1,72455.86,311486.19,0.0,1
313,516,49.7,F       ,UNV     ,380,CAS     ,139,77,48,48,490746.9,289698.75,280233.43,1064018.57,1594119.05,1270280.0,0
314,118,45.8,M       ,MED     ,300,CAS     ,43,42,58,60,88440.1,179772.0,144430.48,215730.76,806186.19,381860.0,1
315,64,48.9,M       ,UNV     ,416,CAS     ,14,23,20,32,57499.14,85716.85,44858.75,336865.86,3545577.14,0.0,1
316,10,43.4,F       ,MED     ,1000,VIU     ,70,9,9,9,4550.24,-9940.85,11001.6,-19678.05,-195661.91,0.0,1
317,108,50.2,F       ,TEC     ,446,SOL     ,4,39,20,21,0.0,0.0,410431.59,228469.1,248723.52,239321.7,0
318,13,45.9,F       ,TEC     ,850,SOL     ,57,10,3,14,0.0,10144.2,270.6,175775.38,0.0,0.0,1
319,254,47.4,M       ,MED     ,648,CAS     ,12,9,12,10,34416.9,429410.45,349204.76,269233.1,2464835.71,0.0,1
320,50,54.1,F       ,MED     ,383,CAS     ,100,40,24,35,2207126.4,1015156.65,543867.0,2861552.86,3224744.76,4615639.13,0
321,284,49.1,M       ,UNV     ,900,SEP     ,62,7,3,1,3390.48,9684.4,13937.19,2927.67,18119.52,0.0,1
322,90,47.0,M       ,UNV     ,350,CAS     ,137,47,49,140,167761.8,358831.65,279314.0,2007977.62,640144.76,615596.09,0
323,93,46.7,M       ,TEC     ,465,CAS     ,35,114,133,98,174833.55,1599522.29,54799.29,1566793.81,796672.86,468415.65,0
324,89,48.2,M       ,MED     ,732,CAS     ,23,9,7,15,3242819.95,9354.4,3132672.43,2538205.43,20541506.67,0.0,1
325,291,48.6,M       ,MED     ,400,CAS     ,77,30,12,16,220726.1,7580531.2,3782445.0,449927.05,294466.19,477955.71,1
326,88,42.7,M       ,MED     ,1150,CAS     ,27,38,42,32,2592303.45,1934713.86,1647153.29,3359721.43,5461740.0,7319240.87,0
327,115,49.6,F       ,TEC     ,460,CAS     ,47,25,18,24,22814.81,181502.25,62094.19,47394.33,90347.62,0.0,1
328,88,47.9,M       ,UNV     ,1343,SOL     ,107,66,71,144,546403.5,1313566.35,2071767.71,4751494.76,2873766.67,7516041.3,0
329,292,43.8,        ,UNV     ,1500,CAS     ,55,15,9,8,0.0,3842.1,14431.81,0.0,0.0,-141951.43,1
330,86,45.2,F       ,MED     ,1000,CAS     ,215,67,49,66,1633339.5,1493393.55,9267746.14,19934538.57,8360691.91,3520471.74,0
331,88,49.6,F       ,UNV     ,1300,CAS     ,8,10,4,6,0.0,0.0,0.0,0.0,0.0,0.0,1
332,86,42.9,F       ,TEC     ,720,SEP     ,39,12,34,21,0.0,14100.0,0.0,4052.38,0.0,56571.43,1
333,88,32.1,F       ,TEC     ,680,SOL     ,117,7,5,3,0.0,0.0,78011.5,0.0,0.0,0.0,1
334,86,37.8,M       ,TEC     ,800,CAS     ,144,107,73,96,185248.35,2857.14,180306.29,670619.05,1107115.24,156686.96,0
335,291,47.0,M       ,UNV     ,1300,CAS     ,24,21,37,45,1828355.62,1594034.6,1131314.5,2767834.67,159122938.57,3394138.57,1
336,131,49.7,M       ,UNV     ,700,CAS     ,37,11,30,52,267208.05,216202.5,195390.14,2567000.95,2254470.48,60734.78,0
337,85,50.1,F       ,UNV     ,618,SEP     ,49,52,42,42,1039371.0,3270678.43,2051205.0,10173347.62,5701891.43,3185647.39,0
338,516,46.3,F       ,MED     ,400,CAS     ,31,41,57,55,2800305.9,3862282.8,3932131.2,3222698.1,11665297.14,15363771.43,1
339,326,47.6,M       ,TEC     ,621,CAS     ,63,8,10,27,16092.05,282082.8,295481.4,49047.76,1472757.14,0.0,1
340,131,49.0,M       ,UNV     ,2800,CAS     ,77,4,5,7,30822.15,102946.65,121384.29,224437.14,38722.86,3705.65,0
341,13,44.0,M       ,MED     ,850,CAS     ,73,12,10,22,628985.33,687958.1,472868.2,132529.33,703270.0,211195.71,1
342,77,47.8,F       ,BAS     ,1486,CAS     ,97,148,202,188,8581182.0,8809490.71,10813617.14,25902646.67,41882747.62,49876440.0,0
343,104,45.1,F       ,MED     ,750,CAS     ,30,3,0,5,768327.6,1258893.75,1250528.43,3822707.14,3151050.0,3151050.0,0
344,88,46.0,M       ,UNV     ,1100,SOL     ,46,65,25,32,2673801.45,2517120.15,5917352.71,21264927.14,23785499.05,13567110.0,0
345,131,46.1,M       ,UNV     ,1000,CAS     ,192,52,55,39,535209.6,775940.7,1484175.29,4406150.48,6608284.76,4419824.35,0
346,88,43.3,M       ,UNV     ,1600,CAS     ,142,120,112,123,4099603.35,692023.35,1135846.29,4913280.0,4659930.0,4126900.44,0
347,16,43.3,M       ,UNV     ,2000,CAS     ,112,9,18,25,336791.48,201971.1,-262420.15,35031.48,0.0,0.0,1
348,326,46.2,M       ,TEC     ,618,CAS     ,56,52,53,66,2108506.35,2676537.9,2060740.14,6040423.81,2616950.48,2328819.13,0
349,93,46.4,F       ,MED     ,411,SOL     ,118,55,36,32,702639.75,241650.29,199970.86,1012169.05,1296293.81,1799719.13,0
350,254,49.1,M       ,MED     ,400,CAS     ,32,47,85,41,134045.55,185583.71,564071.29,872007.62,2177023.33,2112711.74,0
351,291,46.8,M       ,TEC     ,768,CAS     ,46,15,8,7,6545659.9,3278023.5,1625335.43,1206510.38,2542502.38,145737.14,1
352,93,46.2,M       ,TEC     ,881,CAS     ,12,2,22,39,950396.19,205214.5,251046.8,1059906.29,2104942.38,0.0,1
353,88,43.1,M       ,UNV     ,2100,CAS     ,171,19,67,117,404542.67,416047.2,405549.0,648028.0,4748817.62,0.0,1
354,93,49.8,M       ,MED     ,680,SOL     ,52,15,21,21,73805.52,51163.85,37506.3,39075.33,740414.76,0.0,1
355,22,46.4,F       ,UNV     ,1050,CAS     ,262,68,48,77,3799237.05,7954545.0,7019535.43,20544462.38,18302313.33,15476327.39,0
356,92,43.6,M       ,UNV     ,2008,CAS     ,31,14,4,21,2705488.57,7937082.0,7000222.4,908136.76,412266.67,0.0,1
357,67,49.2,F       ,TEC     ,533,SOL     ,45,39,29,42,1092843.15,905458.95,1008826.71,4620696.19,3233785.71,3901725.65,0
358,71,49.6,M       ,TEC     ,445,CAS     ,34,11,9,23,536484.29,920473.2,458561.24,229031.52,197857.14,93878.1,1
359,91,48.9,F       ,UNV     ,650,SOL     ,32,17,40,19,2420424.6,2062935.6,1683475.0,6367237.14,6460175.24,4496213.48,0
360,326,36.8,F       ,UNV     ,740,CAS     ,81,5,7,20,188251.65,148380.9,135749.71,111502.86,111092.86,0.0,0
361,148,,M       ,TEC     ,250,CAS     ,45,60,47,85,656331.75,1450022.85,1476192.0,7174856.19,3084689.05,9582215.22,0
362,93,42.7,M       ,TEC     ,714,CAS     ,32,17,14,11,199732.19,147618.4,61284.9,4845.48,203405.24,0.0,1
363,105,48.7,M       ,MED     ,329,CAS     ,30,64,43,59,83922.15,1284250.57,692864.29,3383127.62,709247.14,352066.96,0
364,193,47.0,M       ,MED     ,700,CAS     ,79,51,48,50,984819.45,901565.7,845667.0,7161933.33,2978133.33,942584.35,0
365,112,46.4,M       ,MED     ,700,CAS     ,26,132,109,123,5581230.9,9451929.15,5676500.14,10473008.57,20949334.29,3393908.26,0
366,89,42.7,M       ,        ,1000,CAS     ,118,39,54,48,1097783.7,1083830.85,776037.71,16739174.76,7826175.71,1676168.7,0
367,105,44.8,M       ,TEC     ,1022,SOL     ,130,180,132,160,5666442.18,2498701.08,6595722.69,21481092.77,16901384.2,11484891.75,0
368,272,,M       ,TEC     ,375,CAS     ,91,31,16,8,6627756.45,967223.29,572367.0,447614.76,1541912.38,2576052.17,0
369,128,,F       ,TEC     ,412,CAS     ,24,2,2,3,3069.0,86044.8,10988.29,82598.57,63670.0,7962.17,0
370,326,44.4,M       ,TEC     ,320,CAS     ,84,7,6,3,-422.4,3050.1,1902.0,31259.05,66780.48,98363.04,0
371,135,,M       ,UNV     ,3000,CAS     ,129,31,45,52,1326832.67,813059.45,2064537.86,2431494.71,29991862.38,0.0,1
372,13,47.1,M       ,TEC     ,720,CAS     ,33,14,70,58,3313469.14,4916218.6,4032890.19,4484799.81,29188696.19,0.0,1
373,13,45.6,M       ,MED     ,500,CAS     ,174,11,22,50,2861414.48,1118209.5,1254587.0,364750.38,2441843.33,2393417.62,1
374,212,49.1,M       ,MED     ,1200,SOL     ,41,5,6,5,-95757.9,124270.95,-7348.43,56088.57,1429849.05,892344.78,0
375,284,86.0,M       ,MED     ,500,CAS     ,187,54,49,44,509553.0,721676.7,1783948.29,4072892.38,5082486.67,3525426.52,0
376,90,44.7,M       ,UNV     ,700,CAS     ,98,18,20,16,512931.6,503802.9,9068449.14,6456600.0,8790847.14,11439512.61,0
377,88,43.8,F       ,UNV     ,750,CAS     ,66,1,2,3,125319.43,503830.2,23803.05,18811.86,169778.57,0.0,1
378,292,47.8,M       ,UNV     ,1700,CAS     ,113,36,44,57,4379311.2,4490309.43,2332898.43,11844660.0,10554450.0,13285116.96,0
379,49,45.9,M       ,TEC     ,400,CAS     ,35,14,16,19,694119.6,419268.9,616353.71,2918438.57,809393.33,1005739.57,0
380,95,49.3,M       ,MED     ,500,CAS     ,39,22,12,12,2588.4,14719.5,7580.29,-4993.33,-34980.0,-16410.44,0
381,326,47.8,M       ,TEC     ,650,CAS     ,166,42,84,112,288364.95,247353.0,275652.57,5361150.0,3802974.76,464686.52,0
382,98,43.0,M       ,UNV     ,1117,CAS     ,142,12,20,7,3493840.1,3668729.4,3734574.7,2965386.57,11255487.14,321417.14,1
383,13,46.6,M       ,UNV     ,450,CAS     ,41,32,47,44,127426.48,41792.3,37775.29,31854.1,1446366.19,0.0,1
384,82,47.9,M       ,TEC     ,580,CAS     ,7,19,19,24,99480.48,117855.95,123593.95,48488.67,110709.05,0.0,1
385,92,48.1,M       ,UNV     ,917,CAS     ,42,16,17,28,97162.29,304891.0,282577.52,242831.05,668752.38,0.0,1
386,5,49.6,F       ,MED     ,444,CAS     ,107,8,45,73,38956.38,71274.7,171903.7,259568.0,756488.57,252025.24,1
387,94,46.9,F       ,MED     ,350,CAS     ,27,29,27,40,5466395.9,3375854.55,1914275.05,1591461.9,8500833.81,0.0,1
388,122,42.4,F       ,UNV     ,590,CAS     ,24,52,56,30,633935.7,1159685.85,1395529.86,5645520.0,5072083.33,3172330.87,0
389,88,48.2,M       ,UNV     ,1028,SEP     ,120,34,53,61,525932.19,701875.45,723826.95,582469.95,3818591.91,0.0,1
390,5,42.8,M       ,TEC     ,621,CAS     ,15,36,35,27,231070.95,226575.0,1171545.43,1239224.29,1183725.24,2127081.74,0
391,85,48.7,F       ,TEC     ,800,SEP     ,79,52,57,67,299797.71,266274.6,373160.7,929130.95,2917503.81,2129032.38,1
392,29,50.4,F       ,MED     ,338,SEP     ,7,87,80,73,111317.7,166953.0,328210.86,197762.1,354950.67,370070.26,0
393,89,43.7,F       ,UNV     ,470,SOL     ,28,5,9,8,555030.0,414045.43,238183.57,656458.57,1009462.38,1254777.39,0
394,324,46.0,F       ,TEC     ,350,CAS     ,47,3,13,8,43066.81,172730.2,54522.9,60415.43,281981.43,0.0,1
395,85,45.4,M       ,MED     ,812,CAS     ,185,65,83,99,279111.43,222920.85,172083.55,271031.38,3413476.67,0.0,1
396,68,47.9,F       ,UNV     ,1347,CAS     ,192,62,99,88,4289435.85,7265506.65,2221888.86,16804339.52,41278153.81,10636531.3,0
397,90,45.6,M       ,TEC     ,834,CAS     ,44,92,95,108,833209.65,656134.35,936014.14,3600034.76,2265069.52,2815264.35,0
398,85,43.8,F       ,UNV     ,450,SEP     ,49,15,9,7,18602.95,14006.55,11248.2,853520.38,8473559.05,0.0,1
399,326,45.3,M       ,MED     ,501,CAS     ,57,9,16,41,1186734.0,1618614.55,420489.0,122129.14,1063113.81,0.0,1
400,93,46.4,F       ,MED     ,310,CAS     ,51,100,45,73,228972.9,504039.43,373017.71,819177.14,1977396.95,951812.17,0
401,89,45.6,M       ,UNV     ,1400,CAS     ,20,84,60,73,367129.05,363169.95,214158.71,188632.86,550450.0,618373.91,0
402,25,63.1,M       ,MED     ,700,CAS     ,182,17,50,48,4455019.52,5988941.9,7474409.62,7496682.0,23815636.19,13141394.76,1
403,80,47.6,F       ,MED     ,485,SEP     ,28,55,31,38,176465.85,-55486.5,95518.0,495011.91,883750.0,1060609.13,0
404,193,46.7,M       ,UNV     ,500,CAS     ,133,43,25,31,773164.95,703122.3,894786.29,3131096.19,5030354.29,5297379.57,0
405,89,,M       ,UNV     ,720,SOL     ,95,40,46,31,1740741.15,1329826.57,1714458.0,2920039.05,4932577.14,3594539.13,0
406,90,42.9,M       ,UNV     ,800,CAS     ,38,13,15,4,1100586.45,1091095.5,1064478.14,3111185.71,12599203.33,46207405.65,0
